IGN,region,rank_rating,Combat_ability_1_casts,Combat_ability_1_casts/match,Combat_ability_1_casts/round,Combat_ability_2_casts,Combat_ability_2_casts/match,Combat_ability_2_casts/round,Combat_aces,Combat_acs,Combat_assists,Combat_assists/match,Combat_assists/round,Combat_clutch,Combat_clutches,Combat_clutches__1v1,Combat_clutches__1v2,Combat_clutches__1v3,Combat_clutches__1v4,Combat_clutches_lost__1v2,Combat_clutches_lost__1v3,Combat_clutches_lost__1v4,Combat_clutches_lost__1v5,Combat_damage,Combat_damage_delta_δ,Combat_damage_received,Combat_damage/match,Combat_damage/minute,Combat_damage/round,Combat_ddδ/round,Combat_dealt_bodyshots,Combat_dealt_headshots,Combat_dealt_legshots,Combat_deaths,Combat_deaths/match,Combat_deaths/round,Combat_defuses,Combat_disconnects,Combat_econ_rating,Combat_econ_rating/round,Combat_esr,Combat_first_bloods,Combat_first_bloods/match,Combat_first_bloods/round,Combat_first_deaths,Combat_first_deaths/round,Combat_flawless_rounds,Combat_grenade_casts,Combat_grenade_casts/match,Combat_grenade_casts/round,Combat_headshot,Combat_headshots,Combat_headshots/round,Combat_k/d_ratio,Combat_kad_ratio,Combat_kast,Combat_kda_ratio,Combat_kills,Combat_kills/match,Combat_kills/round,Combat_last_deaths,Combat_losses,Combat_matches_played,Combat_most_kills__match,Combat_multikills__1k,Combat_multikills__2k,Combat_multikills__3k,Combat_multikills__4k,Combat_multikills__5k,Combat_multikills__6k,Combat_mvps,Combat_plants,Combat_received_bodyshots,Combat_received_headshots,Combat_received_legshots,Combat_rounds_lost,Combat_rounds_played,Combat_rounds_survived,Combat_rounds_traded,Combat_rounds_won,Combat_score,Combat_score/match,Combat_suicides,Combat_team_aces,Combat_thrifty_rounds,Combat_ties,Combat_time_played,Combat_ultimate_casts,Combat_ultimate_casts/match,Combat_ultimate_casts/round,Combat_wins,Game_econ_rating/match,Game_matches_duration,Game_round_win,Game_rounds_duration,Game_win,Attack_acs,Attack_assists,Attack_assists/round,Attack_damage,Attack_damage_delta_δ,Attack_damage_received,Attack_damage/round,Attack_ddδ/round,Attack_deaths/round,Attack_esr,Attack_first_bloods,Attack_first_bloods/round,Attack_first_deaths,Attack_first_deaths/round,Attack_headshots,Attack_k/d_ratio,Attack_kast,Attack_kills,Attack_kills/round,Attack_plants/match,Attack_plants/round,Attack_round_win,Attack_rounds_lost,Attack_rounds_played,Attack_rounds_survived,Attack_rounds_traded,Attack_rounds_won,Attack_score,Defense_acs,Defense_assists,Defense_assists/round,Defense_damage,Defense_damage_delta_δ,Defense_damage_received,Defense_damage/round,Defense_ddδ/round,Defense_deaths,Defense_defuses/match,Defense_defuses/round,Defense_esr,Defense_first_bloods,Defense_first_bloods/round,Defense_first_deaths,Defense_first_deaths/round,Defense_headshots,Defense_k/d_ratio,Defense_kast,Defense_kills,Defense_kills/round,Defense_round_win,Defense_rounds_lost,Defense_rounds_played,Defense_rounds_survived,Defense_rounds_traded,Defense_rounds_won,Defense_score,Uncategorized_peak_rating,Uncategorized_performance_score,Uncategorized_rating
M80 okeanos#502,na,875,"7,446",13.30,0.6,"15,363",27.43,1.3,26,251.7,"2,750",4.9,0.2,1.4%,165,92,53,15,4,182,262,264,131,"1,924,728","217,577","1,707,151","3,437.01",110.0,161.6,18,"17,068","8,263","1,114","9,083",16.2,0.8,168,0,"33,946",2.9,0.54,"1,749",3.12,0.1,"1,475",0.1,428,"6,085",10.87,0.5,31.2%,"7,607",0.6,1.17,1.47,73.7%,1.32,"10,618",19.0,0.9,918,228,560,38,"3,635","1,873",771,192,29,2,125,331,"17,101","7,358","1,886","5,600","11,907","3,102","2,331","6,307","2,996,583","5,351",38,99,"1,003",3,291h,"1,698",3.03,0.1,329,61,31m 15s,53.0%,01m 28s,58.8%,241.6,"1,295",0.2,"915,119","16,113","899,006",153.9,3,"4,752",0.48,801,0.1,861,0.1,"3,776",1.07,72.6%,"5,090",0.9,0.59,0.1,50.0%,"2,976","5,947","1,346","1,375","2,971","1,436,799",261.7,"1,452",0.2,"1,009,609","201,464","808,145",169.4,34,"4,331",0.30,0.0,0.61,948,0.2,614,0.1,"3,831",1.28,74.9%,"5,529",0.9,56.0%,"2,624","5,960","1,756",956,"3,336","1,559,784","1,035",839,875
UCLA ducq#smoph,na,857,"2,891",14.53,0.7,"5,414",27.21,1.3,13,268.6,984,4.9,0.2,3.1%,128,72,38,15,1,117,165,154,56,"746,837","209,750","537,087","3,752.95",114.7,178.5,50,"5,059","3,656",387,"2,761",13.9,0.7,92,0,"14,719",3.5,0.60,445,2.24,0.1,301,0.1,161,"3,513",17.65,0.8,40.2%,"3,365",0.8,1.47,1.83,76.6%,1.65,"4,061",20.4,1.0,492,73,199,38,"1,293",718,287,101,14,0,64,178,"5,304","2,325",401,"1,929","4,183","1,526",553,"2,254","1,123,529","5,646",19,34,491,2,108h,552,2.77,0.1,124,74,32m 43s,53.9%,01m 33s,62.3%,257.4,501,0.2,"357,433","70,740","286,693",169.7,34,"1,488",0.53,201,0.1,176,0.1,"1,646",1.31,74.8%,"1,953",0.9,0.89,0.1,49.9%,"1,055","2,106",679,324,"1,051","542,035",280.0,482,0.2,"389,404","139,010","250,394",187.5,67,"1,273",0.46,0.0,0.66,244,0.1,125,0.1,"1,719",1.66,78.4%,"2,111",1.0,57.9%,874,"2,077",847,229,"1,203","581,494",858,944,857
lucas#fonem,na,857,"6,465",18.31,0.9,"8,669",24.56,1.2,10,239.0,"2,270",6.4,0.3,2.7%,198,136,44,15,3,207,247,246,120,"1,172,629","225,632","946,997","3,321.90",104.2,157.5,30,"10,653","5,229",956,"4,979",14.1,0.7,127,0,"22,837",3.1,0.55,708,2.01,0.1,575,0.1,265,"6,299",17.84,0.8,31.1%,"4,575",0.6,1.26,1.71,76.6%,1.48,"6,254",17.7,0.8,871,124,353,34,"2,312","1,142",404,91,17,1,58,462,"9,306","4,130",767,"3,418","7,446","2,495","1,157","4,028","1,779,628","5,041",6,69,534,5,187h,"1,036",2.93,0.1,224,65,31m 53s,54.1%,01m 30s,63.5%,231.0,"1,092",0.3,"558,418","76,114","482,304",152.5,21,"2,549",0.47,279,0.1,316,0.1,"2,236",1.17,75.4%,"2,977",0.8,1.31,0.1,50.0%,"1,830","3,661","1,126",624,"1,831","845,724",246.7,"1,175",0.3,"614,211","149,518","464,693",162.3,40,"2,430",0.36,0.0,0.62,429,0.1,259,0.1,"2,339",1.35,77.8%,"3,286",0.9,58.0%,"1,588","3,785","1,369",533,"2,197","933,904","1,044",883,857
envy ion#469,na,856,"2,399",8.27,0.4,"7,531",25.97,1.2,15,249.3,"1,599",5.5,0.3,2.5%,154,85,47,16,5,118,168,150,98,"1,000,467","133,127","867,340","3,449.89",113.8,165.0,22,"7,635","4,828",601,"4,601",15.9,0.8,73,0,"19,037",3.1,0.54,721,2.49,0.1,615,0.1,191,"3,166",10.92,0.5,37.0%,"4,361",0.7,1.17,1.51,75.3%,1.34,"5,366",18.5,0.9,567,124,290,34,"1,906",948,386,79,19,0,65,331,"8,834","3,792",747,"2,890","6,062","1,613","1,134","3,172","1,510,965","5,210",34,52,455,3,146h,811,2.80,0.1,163,66,30m 19s,52.3%,01m 27s,56.2%,241.3,810,0.3,"485,106","43,856","441,250",160.4,14,"2,334",0.47,294,0.1,332,0.1,"2,123",1.11,74.3%,"2,598",0.9,1.14,0.1,49.6%,"1,524","3,025",772,595,"1,501","729,809",257.2,788,0.3,"515,361","89,271","426,090",169.7,29,"2,267",0.25,0.0,0.60,427,0.1,283,0.1,"2,238",1.22,76.3%,"2,773",0.9,55.0%,"1,366","3,037",841,539,"1,671","781,156","1,157",864,856
tech#777,na,854,840,5.19,0.3,"5,910",36.48,1.8,10,289.3,977,6.0,0.3,1.7%,56,22,21,9,4,68,79,72,38,"635,389","145,706","489,683","3,922.15",127.3,192.4,44,"4,988","2,817",280,"2,534",15.6,0.8,47,0,"12,812",3.9,0.64,442,2.73,0.1,244,0.1,132,"1,475",9.10,0.4,34.8%,"2,621",0.8,1.34,1.73,79.0%,1.54,"3,406",21.0,1.0,291,51,162,37,997,643,246,80,13,0,72,52,"4,521","2,194",459,"1,447","3,303",965,713,"1,856","955,531","5,898",25,22,344,1,83h,408,2.52,0.1,110,79,30m 48s,56.2%,01m 30s,67.9%,276.4,459,0.3,"293,380","43,334","250,046",182.5,27,"1,298",0.60,193,0.1,130,0.1,"1,271",1.21,76.0%,"1,566",1.0,0.32,0.0,51.9%,773,"1,608",402,383,835,"444,398",301.6,516,0.3,"342,009","102,372","239,637",201.8,60,"1,236",0.29,0.0,0.69,249,0.1,114,0.1,"1,350",1.49,81.8%,"1,840",1.1,60.2%,674,"1,695",563,330,"1,021","511,133","1,181",969,854
2G gobera#2001,na,853,"6,172",22.20,1.0,"6,390",22.99,1.1,8,230.0,"1,531",5.5,0.3,2.3%,136,82,33,16,4,131,208,197,97,"928,951","124,656","804,295","3,341.55",96.2,153.9,21,"8,176","4,120",474,"4,228",15.2,0.7,105,0,"17,353",2.9,0.52,588,2.12,0.1,537,0.1,224,"5,683",20.44,0.9,32.3%,"3,729",0.6,1.16,1.52,71.8%,1.34,"4,894",17.6,0.8,682,127,278,36,"1,788",889,325,77,9,0,56,357,"7,135","3,532",563,"2,955","6,035","1,813",763,"3,080","1,388,296","4,994",6,35,595,3,160h,761,2.74,0.1,148,62,34m 43s,51.0%,01m 35s,53.2%,225.1,759,0.3,"458,313","35,456","422,857",151.3,12,"2,222",0.47,253,0.1,284,0.1,"1,857",1.08,69.1%,"2,404",0.8,1.28,0.1,48.1%,"1,572","3,030",811,399,"1,458","682,127",235.0,768,0.3,"470,638","89,200","381,438",156.6,30,"2,006",0.38,0.0,0.57,335,0.1,253,0.1,"1,872",1.24,74.6%,"2,490",0.8,54.0%,"1,383","3,005","1,002",364,"1,622","706,169","1,176",720,853
SEN bang#0000,na,849,"1,153",9.94,0.5,"3,984",34.34,1.6,6,266.7,831,7.2,0.3,2.8%,68,33,24,6,3,50,70,45,33,"417,059","103,455","313,604","3,595.34",109.8,170.9,42,"3,248","2,082",242,"1,648",14.2,0.7,39,0,"7,765",3.2,0.64,302,2.60,0.1,171,0.1,115,"1,649",14.22,0.7,37.4%,"1,867",0.8,1.43,1.93,79.0%,1.68,"2,351",20.3,1.0,216,38,116,35,789,398,179,46,9,0,35,122,"3,179","1,369",330,"1,104","2,440",845,407,"1,336","650,780","5,610",11,23,261,0,63h,311,2.68,0.1,78,67,32m 44s,54.8%,01m 33s,67.2%,268.4,376,0.3,"214,941","47,158","167,783",170.2,37,879,0.57,130,0.1,98,0.1,982,1.40,77.8%,"1,231",1.0,1.05,0.1,52.3%,603,"1,263",414,220,660,"338,963",264.9,453,0.4,"202,118","56,297","145,821",171.7,48,769,0.34,0.0,0.70,172,0.1,73,0.1,885,1.46,80.2%,"1,120",1.0,57.4%,501,"1,177",431,187,676,"311,817","1,214",948,849
zeek#777,na,845,"1,176",15.27,0.7,"1,971",25.60,1.2,1,222.9,618,8.0,0.4,2.5%,40,24,11,3,2,27,40,39,14,"233,304","26,347","206,957","3,029.92",99.1,145.9,16,"2,188",949,232,"1,084",14.1,0.7,23,0,"4,603",2.9,0.53,143,1.86,0.1,126,0.1,67,868,11.27,0.5,28.2%,863,0.5,1.15,1.72,78.1%,1.43,"1,244",16.2,0.8,132,28,77,31,471,239,77,15,1,0,9,206,"2,106",896,193,746,"1,599",516,289,853,"356,456","4,629",0,16,194,0,39h,219,2.84,0.1,49,60,30m 35s,53.3%,01m 28s,63.6%,216.2,300,0.4,"107,204","5,454","101,750",138.1,7,527,0.47,56,0.1,63,0.1,404,1.13,78.9%,593,0.8,2.68,0.3,52.1%,372,776,250,163,404,"167,797",229.2,317,0.4,"126,100","20,893","105,207",153.2,25,557,0.30,0.0,0.58,87,0.1,63,0.1,459,1.17,77.4%,652,0.8,54.6%,374,823,266,126,449,"188,659",849,807,845
noxy#100,na,843,"1,158",10.16,0.5,"3,008",26.39,1.3,2,232.7,675,5.9,0.3,3.5%,82,46,20,10,4,55,85,55,37,"357,249","47,512","309,737","3,133.76",103.9,154.6,21,"3,125","1,656",261,"1,632",14.3,0.7,47,0,"7,466",3.2,0.57,203,1.78,0.1,155,0.1,86,"1,456",12.77,0.6,32.8%,"1,449",0.6,1.17,1.58,74.7%,1.37,"1,902",16.7,0.8,265,38,114,31,703,347,112,36,5,0,17,160,"3,174","1,346",271,"1,059","2,311",756,362,"1,252","537,882","4,718",8,20,405,1,57h,262,2.30,0.1,75,65,30m 09s,54.2%,01m 29s,65.8%,232.5,314,0.3,"182,027","17,343","164,684",153.7,15,864,0.51,87,0.1,85,0.1,783,1.14,72.6%,988,0.8,1.40,0.1,50.3%,589,"1,184",357,196,595,"275,292",233.0,360,0.3,"175,222","30,169","145,053",155.5,27,768,0.41,0.0,0.62,116,0.1,70,0.1,666,1.19,76.9%,914,0.8,58.3%,470,"1,127",399,166,657,"262,590",958,828,843
SR sarah#arf,na,836,"3,103",6.64,0.3,"15,698",33.61,1.6,13,244.6,"2,837",6.1,0.3,2.0%,194,110,61,16,4,150,253,207,92,"1,596,638","132,718","1,463,920","3,418.93",107.6,161.5,13,"12,011","7,121",889,"7,749",16.6,0.8,154,0,"29,199",3.0,0.55,"1,051",2.25,0.1,870,0.1,345,"3,954",8.47,0.4,35.6%,"6,603",0.7,1.10,1.47,75.3%,1.29,"8,546",18.3,0.9,780,216,467,40,"3,022","1,521",575,168,16,1,101,482,"13,801","6,543","1,195","4,867","9,885","2,681","1,923","5,018","2,417,479","5,177",66,56,726,3,247h,"1,279",2.74,0.1,248,63,31m 46s,50.8%,01m 30s,53.1%,239.3,"1,383",0.3,"774,590","18,312","756,278",157.1,4,"3,983",0.51,459,0.1,446,0.1,"3,271",1.04,74.7%,"4,162",0.8,1.03,0.1,47.6%,"2,583","4,931","1,228","1,094","2,348","1,179,924",249.8,"1,451",0.3,"822,048","114,406","707,642",165.9,23,"3,766",0.33,0.0,0.58,592,0.1,424,0.1,"3,332",1.16,76.0%,"4,385",0.9,53.9%,"2,284","4,954","1,453",829,"2,670","1,237,555","1,002",802,836
EG NaturE#RAT,na,836,"3,839",20.75,1.0,"4,103",22.18,1.0,6,249.7,"1,630",8.8,0.4,2.6%,104,55,36,7,3,97,148,116,56,"651,783","138,201","513,582","3,523.15",108.2,164.4,35,"6,789","2,782",709,"2,653",14.3,0.7,82,0,"11,900",3.0,0.58,357,1.93,0.1,255,0.1,178,"2,980",16.11,0.8,27.1%,"2,439",0.6,1.30,1.91,79.9%,1.61,"3,446",18.6,0.9,430,51,185,40,"1,273",643,210,54,7,1,40,231,"5,764","2,142",496,"1,738","3,964","1,326",667,"2,226","989,845","5,351",4,32,393,0,100h,492,2.66,0.1,134,64,32m 34s,56.2%,01m 31s,72.4%,244.3,757,0.4,"313,490","50,506","262,984",161.0,26,"1,353",0.51,158,0.1,152,0.1,"1,206",1.23,78.4%,"1,660",0.9,1.25,0.1,53.5%,905,"1,947",600,355,"1,042","475,619",254.9,870,0.4,"338,293","87,695","250,598",167.7,43,"1,300",0.44,0.0,0.66,199,0.1,103,0.1,"1,233",1.37,81.3%,"1,786",0.9,58.7%,833,"2,017",726,312,"1,184","514,226","1,207",924,836
SEN N4RRATE#RANK1,na,826,"1,449",17.67,0.8,"2,116",25.80,1.2,1,257.1,577,7.0,0.3,2.3%,39,25,11,1,1,30,59,48,26,"295,570","75,202","220,368","3,604.51",111.5,172.0,44,"3,180","1,240",277,"1,174",14.3,0.7,38,0,"5,844",3.4,0.57,204,2.49,0.1,157,0.1,63,"1,358",16.56,0.8,26.4%,"1,056",0.6,1.31,1.80,78.0%,1.56,"1,540",18.8,0.9,165,26,82,32,562,262,106,33,1,0,21,56,"2,139",978,196,749,"1,718",574,292,969,"441,719","5,387",2,21,193,0,44h,233,2.84,0.1,56,71,32m 20s,56.4%,01m 32s,68.3%,251.3,280,0.3,"144,706","27,273","117,433",165.9,31,626,0.51,96,0.1,93,0.1,532,1.22,75.5%,766,0.9,0.68,0.1,55.0%,392,872,260,165,480,"219,095",263.1,296,0.3,"150,864","47,929","102,935",178.3,57,548,0.46,0.0,0.63,108,0.1,64,0.1,524,1.41,80.6%,775,0.9,57.8%,357,846,314,127,489,"222,624","1,161",942,826
LOUD tuyz#nati,na,816,"5,041",23.45,1.1,"4,357",20.27,1.0,7,232.8,943,4.4,0.2,2.7%,123,64,39,13,5,148,193,190,80,"704,982","146,732","558,250","3,278.99",96.0,153.8,32,"5,205","3,257",307,"2,996",13.9,0.7,90,0,"13,551",3.0,0.59,407,1.89,0.1,279,0.1,172,"5,213",24.25,1.1,37.1%,"3,016",0.7,1.30,1.61,73.6%,1.45,"3,884",18.1,0.8,639,97,215,34,"1,409",703,270,56,7,0,47,124,"5,119","2,378",384,"2,233","4,584","1,610",504,"2,351","1,066,972","4,963",3,46,530,2,122h,614,2.86,0.1,116,63,34m 09s,51.3%,01m 36s,54.0%,229.6,463,0.2,"354,431","52,938","301,493",151.6,23,"1,620",0.57,208,0.1,159,0.1,"1,507",1.20,71.1%,"1,941",0.8,0.58,0.1,49.4%,"1,182","2,338",732,291,"1,156","536,875",236.0,476,0.2,"350,551","93,794","256,757",156.1,42,"1,376",0.42,0.0,0.62,199,0.1,120,0.1,"1,509",1.41,76.1%,"1,943",0.9,53.2%,"1,051","2,246",878,213,"1,195","530,097","1,102",800,816
ai youngbun 2#111,na,814,"1,514",6.73,0.3,"4,862",21.61,1.0,9,241.0,"1,189",5.3,0.3,1.9%,86,53,21,9,3,87,107,85,39,"732,567","82,551","650,016","3,255.85",104.3,157.6,18,"6,686","3,200",627,"3,294",14.6,0.7,44,0,"14,689",3.2,0.56,573,2.55,0.1,453,0.1,226,"2,758",12.26,0.6,30.4%,"2,967",0.6,1.21,1.58,74.6%,1.40,"4,001",17.8,0.9,337,76,225,34,"1,395",728,277,67,9,1,36,154,"5,895","2,913",495,"2,081","4,648","1,506",762,"2,567","1,120,357","4,979",20,46,508,1,117h,472,2.10,0.1,148,65,31m 13s,55.2%,01m 30s,65.8%,233.3,545,0.2,"356,516","19,047","337,469",152.6,8,"1,701",0.51,253,0.1,239,0.1,"1,496",1.15,73.0%,"1,948",0.8,0.68,0.1,52.4%,"1,112","2,337",716,404,"1,225","545,266",248.8,643,0.3,"376,051","63,504","312,547",162.7,27,"1,593",0.20,0.0,0.60,320,0.1,214,0.1,"1,471",1.29,76.2%,"2,053",0.9,58.1%,969,"2,311",790,358,"1,342","575,091","1,041",842,814
spiderman#parkr,na,809,"1,196",8.36,0.4,"3,561",24.90,1.2,8,259.7,792,5.5,0.3,1.3%,39,21,12,5,1,33,61,43,19,"498,631","65,842","432,789","3,486.93",113.1,169.3,22,"4,445","2,307",327,"2,248",15.7,0.8,50,0,"9,514",3.2,0.55,490,3.43,0.2,396,0.1,120,"2,343",16.38,0.8,32.6%,"2,113",0.7,1.20,1.55,74.2%,1.38,"2,696",18.9,0.9,167,52,143,38,885,479,183,65,9,0,41,47,"4,497","1,826",416,"1,340","2,945",794,557,"1,605","764,831","5,348",6,28,221,0,73h,373,2.61,0.1,91,67,30m 49s,54.5%,01m 29s,63.6%,241.2,359,0.2,"232,743","6,113","226,630",157.9,4,"1,197",0.46,212,0.1,247,0.2,"1,000",1.03,70.5%,"1,238",0.8,0.33,0.0,49.3%,748,"1,474",323,307,726,"355,495",278.3,432,0.3,"265,888","59,729","206,159",180.8,41,"1,051",0.35,0.0,0.65,278,0.2,149,0.1,"1,113",1.39,77.8%,"1,459",1.0,59.8%,592,"1,471",471,250,879,"409,336",809,879,809
antmo#zzz,na,808,"4,913",11.04,0.5,"14,985",33.67,1.6,10,243.2,"2,598",5.8,0.3,1.9%,183,107,50,18,5,232,357,293,134,"1,557,539","208,346","1,349,193","3,500.09",105.8,162.7,22,"13,027","6,995","1,341","7,071",15.9,0.7,176,0,"29,670",3.1,0.56,"1,033",2.32,0.1,818,0.1,318,"4,699",10.56,0.5,32.7%,"6,345",0.7,1.16,1.52,74.5%,1.34,"8,172",18.4,0.9,"1,060",199,445,36,"2,913","1,490",549,143,12,0,84,443,"13,237","6,059","1,095","4,692","9,576","2,913","1,642","4,884","2,329,176","5,234",66,99,952,6,245h,"1,436",3.23,0.1,240,67,33m 04s,51.0%,01m 32s,53.9%,234.4,"1,231",0.3,"749,038","39,789","709,249",156.4,8,"3,723",0.51,496,0.1,475,0.1,"3,097",1.05,73.0%,"3,917",0.8,1.00,0.1,48.0%,"2,490","4,788","1,287",914,"2,298","1,122,189",252.1,"1,364",0.3,"808,501","168,557","639,944",168.9,35,"3,348",0.40,0.0,0.61,537,0.1,343,0.1,"3,248",1.27,76.1%,"4,255",0.9,54.0%,"2,202","4,788","1,626",728,"2,586","1,206,987",808,821,808
FHA TSM ROSE LEV#PRO,na,802,655,11.29,0.5,"1,398",24.10,1.2,1,248.3,269,4.6,0.2,2.0%,24,12,8,4,0,22,27,37,26,"198,303","36,361","161,942","3,419.02",109.4,163.5,30,"1,833",869,121,856,14.8,0.7,16,0,"3,875",3.2,0.58,162,2.79,0.1,119,0.1,60,678,11.69,0.6,30.8%,790,0.7,1.26,1.57,78.8%,1.42,"1,078",18.6,0.9,118,16,58,30,402,204,69,14,1,0,13,60,"1,528",685,183,539,"1,213",371,213,674,"301,242","5,194",3,8,135,0,30h,152,2.62,0.1,42,67,31m 14s,55.6%,01m 29s,72.4%,237.0,144,0.2,"98,506","8,574","89,932",154.9,13,482,0.52,78,0.1,73,0.1,406,1.11,75.5%,533,0.8,1.03,0.1,50.9%,312,636,162,119,324,"150,756",260.8,125,0.2,"99,797","27,787","72,010",173.0,48,374,0.28,0.0,0.65,84,0.1,46,0.1,384,1.46,82.5%,545,0.9,60.7%,227,577,209,94,350,"150,486",924,913,802
Kess#peppa,na,798,"1,467",12.76,0.6,"2,659",23.12,1.1,2,227.2,861,7.5,0.4,3.0%,73,41,23,5,2,58,86,71,33,"362,270","54,923","307,347","3,150.17",97.3,148.8,23,"4,126","1,607",416,"1,631",14.2,0.7,45,0,"7,164",2.9,0.60,191,1.66,0.1,129,0.1,92,"1,220",10.61,0.5,26.1%,"1,302",0.5,1.18,1.71,76.8%,1.44,"1,923",16.7,0.8,268,45,115,35,772,355,110,25,3,0,13,363,"2,985","1,380",299,"1,163","2,435",818,380,"1,272","553,266","4,811",3,19,347,2,62h,303,2.63,0.1,68,62,32m 22s,52.2%,01m 31s,59.1%,209.5,453,0.4,"174,247","9,040","165,207",138.3,7,878,0.53,71,0.1,62,0.0,657,1.06,75.7%,931,0.7,3.16,0.3,49.4%,638,"1,260",391,237,622,"264,024",246.2,406,0.3,"188,023","45,883","142,140",160.0,39,753,0.39,0.0,0.64,120,0.1,67,0.1,645,1.32,78.0%,996,0.8,55.3%,525,"1,175",427,143,650,"289,242",893,818,798
Smoke#jamon,na,795,"3,260",16.46,0.8,"3,753",18.95,0.9,4,229.1,"1,126",5.7,0.3,3.2%,139,72,43,15,5,124,188,169,98,"645,626","84,841","560,785","3,260.74",98.3,150.8,20,"7,943","2,545","1,041","2,858",14.4,0.7,83,0,"12,291",2.9,0.54,373,1.88,0.1,317,0.1,131,"2,954",14.92,0.7,22.1%,"2,108",0.5,1.21,1.60,74.6%,1.40,"3,449",17.4,0.8,595,91,198,34,"1,359",611,217,49,5,0,23,118,"5,786","2,447",585,"2,088","4,281","1,433",615,"2,193","980,944","4,954",2,33,190,1,109h,470,2.37,0.1,106,62,33m 10s,51.2%,01m 32s,53.5%,225.6,506,0.2,"321,055","23,190","297,865",147.8,11,"1,521",0.50,177,0.1,178,0.1,"1,096",1.14,72.8%,"1,737",0.8,0.60,0.1,48.7%,"1,114","2,172",656,366,"1,058","489,957",232.8,615,0.3,"324,571","61,651","262,920",153.9,29,"1,337",0.42,0.0,0.59,196,0.1,139,0.1,"1,012",1.28,76.5%,"1,716",0.8,53.8%,974,"2,109",777,249,"1,135","490,987","1,003",785,795
auditioning#000,na,794,447,7.71,0.4,"2,070",35.69,1.7,4,257.0,335,5.8,0.3,2.7%,32,19,9,3,0,20,23,18,7,"200,919","31,822","169,097","3,464.12",112.2,168.6,27,"1,542",968,153,884,15.2,0.7,21,0,"3,865",3.2,0.55,138,2.38,0.1,115,0.1,44,660,11.38,0.6,36.3%,893,0.7,1.24,1.62,75.3%,1.43,"1,095",18.9,0.9,76,15,58,31,360,199,72,22,7,0,14,70,"1,928",712,174,506,"1,192",380,221,686,"306,335","5,282",3,16,159,0,29h,151,2.60,0.1,43,67,30m 53s,57.6%,01m 30s,74.1%,245.9,157,0.3,"92,843","9,358","83,485",162.0,16,442,0.50,56,0.1,55,0.1,419,1.14,73.8%,502,0.9,1.21,0.1,53.8%,265,573,167,116,308,"140,909",267.2,175,0.3,"108,076","22,464","85,612",174.6,36,442,0.36,0.0,0.58,82,0.1,60,0.1,474,1.35,76.7%,595,1.0,61.1%,241,619,213,105,378,"165,426",794,906,794
Alpha#drugs,na,793,773,7.50,0.4,"4,084",39.65,1.9,1,242.7,679,6.6,0.3,1.9%,41,26,10,3,1,50,53,77,41,"343,822","42,912","300,910","3,338.08",106.6,160.6,20,"3,047","1,508",292,"1,555",15.1,0.7,39,0,"6,893",3.2,0.61,162,1.57,0.1,105,0.0,93,739,7.17,0.3,31.1%,"1,364",0.6,1.22,1.65,78.3%,1.44,"1,894",18.4,0.9,239,32,103,35,725,355,110,30,2,0,16,70,"3,006","1,309",360,939,"2,141",728,385,"1,202","519,531","5,044",16,19,216,1,53h,257,2.50,0.1,70,67,31m 18s,56.1%,01m 30s,68.0%,225.2,302,0.3,"156,437","1,713","154,724",149.3,2,809,0.51,56,0.1,53,0.1,643,1.07,76.2%,864,0.8,0.68,0.1,50.2%,522,"1,048",309,197,526,"235,990",259.4,374,0.3,"187,385","41,199","146,186",171.4,38,746,0.38,0.0,0.67,106,0.1,52,0.0,721,1.38,80.4%,"1,031",0.9,61.8%,417,"1,093",419,188,676,"283,541",878,881,793
TulaShyydeuS#ssj69,na,770,"1,010",12.47,0.6,"2,002",24.72,1.3,5,312.8,520,6.4,0.3,2.2%,35,16,10,7,1,28,30,49,16,"329,723","115,132","214,591","4,070.65",137.8,208.0,73,"3,033","1,351",208,"1,069",13.2,0.7,26,0,"6,773",4.3,0.66,268,3.31,0.2,141,0.1,79,"1,306",16.12,0.8,29.4%,"1,243",0.8,1.65,2.14,82.0%,1.90,"1,768",21.8,1.1,129,22,81,34,497,316,148,40,7,0,41,45,"2,106",899,224,637,"1,585",552,310,948,"495,815","6,121",5,19,14,0,39h,225,2.78,0.1,59,84,29m 32s,59.8%,01m 30s,72.8%,288.3,241,0.3,"148,008","35,809","112,199",190.7,46,560,0.62,117,0.2,71,0.1,594,1.43,81.1%,802,1.0,0.56,0.1,56.8%,335,776,234,177,441,"223,723",336.3,279,0.3,"181,715","79,323","102,392",224.6,98,509,0.32,0.0,0.68,151,0.2,70,0.1,649,1.90,82.9%,966,1.2,62.7%,302,809,318,133,507,"272,092",845,991,770
